probabilidad,orig_pkts_flujo,orig_ip_bytes_flujo,resp_pkts_flujo,resp_ip_bytes_flujo,duracion,pps_flujo
0.715148,5060,2803240,0,0,2.016072,2509.830955
0.715148,5070,2808780,0,0,2.017075,2513.54057
0.715148,5080,2814320,0,0,2.017815,2517.574562
0.715148,5090,2819860,0,0,2.018927,2521.141059
0.715148,5100,2825400,0,0,2.019665,2525.171548
0.715148,5110,2830940,0,0,2.020404,2529.197602
0.715148,5120,2836480,0,0,2.021143,2533.219517
0.715148,5130,2842020,0,0,2.021889,2537.231608
0.715148,5140,2847560,0,0,2.022962,2540.829227
0.715148,5150,2853100,0,0,2.02365,2544.906868
0.715148,5163,2860302,0,0,2.073893,2489.520545
0.715148,5173,2865842,0,0,2.073906,2494.326622
0.715148,5188,2874152,0,0,2.075607,2499.510282
0.715148,5198,2879692,0,0,2.076421,2503.345587
0.715148,5208,2885232,0,0,2.078423,2505.746202
0.715148,5218,2890772,0,0,2.079648,2509.077863
0.715148,5228,2896312,0,0,2.080729,2512.580342
